"quantity","target_ESS","rmse","bias","bias_sq","var","rmse_b"
"BCI_L",100,0.321106114186104,0.0336134786590687,0.00112986594756367,0.102183637895928,0.321424180551948
"BCI_L",1000,0.110557046849999,0.00563601921588486,3.17647126018234e-05,0.0122155269494901,0.110667482406043
"BCI_L",200,0.245071079238799,0.0157241879216432,0.00024725008579515,0.0599324486908564,0.245315508634598
"BCI_L",625,0.131712244620116,0.014302485645441,0.000204561095638046,0.0171779101074462,0.131842600107417
"BCI_U",100,0.842905906262554,-0.0778198037764746,0.00605592185980901,0.705846137226942,0.843742886836239
"BCI_U",1000,0.285758474581716,-0.015762600563658,0.000248459576529431,0.0815725914015427,0.286043792063509
"BCI_U",200,0.652678448696431,0.0107702088397374,0.000115997398451559,0.426726613220769,0.653331929894155
"BCI_U",625,0.349720393111532,-0.00179593367071718,3.22537774961567e-06,0.122546220421177,0.350070629729097
"HPD_L",100,0.378359105810939,0.073171712446042,0.00535409950228626,0.138077668785338,0.378723868125081
"HPD_L",1000,0.183620164701575,0.0241391438761802,0.000582698267074929,0.0332000667514615,0.183800884161465
"HPD_L",200,0.279479341229457,0.0527311258795429,0.0027805716365242,0.075479088714957,0.279749281234968
"HPD_L",625,0.203446297886919,0.0468944385633687,0.00219908836817356,0.0392698474506208,0.203639229567376
"HPD_U",100,0.716700450503076,-0.0783975643045771,0.0061461780888903,0.508530418499421,0.717409643501055
"HPD_U",1000,0.29146414498494,-0.0272898011550637,0.000744733247082918,0.0843753652953099,0.291753489340561
"HPD_U",200,0.529802076526718,0.00113574930480809,1.28992648337205e-06,0.281251453272083,0.530332672196015
"HPD_U",625,0.333244870117184,-0.00460868866368003,2.12400111987328e-05,0.111253410268758,0.333578551888392
"sample_mean",100,0.337883286854399,-0.00533593259051202,2.84721766104883e-05,0.114365374107136,0.338221593461663
"sample_mean",1000,0.112414136929839,-0.000258396179711795,6.67685856896503e-08,0.0126621958047043,0.112526719374955
"sample_mean",200,0.24808160080352,0.0140229670816812,0.000196643605773913,0.0614707786086805,0.248329261695947
"sample_mean",625,0.14346129614487,0.0110855232918592,0.000122888826654353,0.0204992531712543,0.143604115532629
"sample_median",100,0.341621521769755,-0.00541154369706653,2.92848051852605e-05,0.116909798928956,0.341963570770544
"sample_median",1000,0.113166618708368,0.00292477437613847,8.55430515131619e-06,0.0128237768384107,0.113279879694331
"sample_median",200,0.247408737554874,0.0127951683396166,0.000163716332839127,0.0611697064986546,0.247655855637402
"sample_median",625,0.142664787273149,0.0132826985133736,0.000176430079797177,0.0202172459397751,0.142806428495262
